,country,year,population
0,Afghanistan,1980,14185729.0
1,Afghanistan,1981,13984092.0
2,Afghanistan,1982,13672870.0
3,Afghanistan,1983,13300056.0
4,Afghanistan,1984,12931791.0
5,Afghanistan,1985,12625292.0
6,Afghanistan,1986,12372113.0
7,Afghanistan,1987,12183387.0
8,Afghanistan,1988,12156685.0
9,Afghanistan,1989,12414686.0
10,Afghanistan,1990,13032161.0
11,Afghanistan,1991,14069854.0
12,Afghanistan,1992,15472076.0
13,Afghanistan,1993,17053213.0
14,Afghanistan,1994,18553819.0
15,Afghanistan,1995,19789880.0
16,Afghanistan,1996,20684982.0
17,Afghanistan,1997,21299350.0
18,Afghanistan,1998,21752257.0
19,Afghanistan,1999,22227543.0
20,Afghanistan,2000,22856302.0
21,Afghanistan,2001,23677385.0
22,Afghanistan,2002,24639841.0
23,Afghanistan,2003,25678639.0
24,Afghanistan,2004,26693486.0
25,Afghanistan,2005,27614718.0
26,Afghanistan,2006,28420974.0
27,Afghanistan,2007,29145841.0
28,Afghanistan,2008,29839994.0
29,Afghanistan,2009,30577756.0
30,Afghanistan,2010,31411743.0
31,Afghanistan,2011,32358260.0
32,Afghanistan,2012,33397058.0
33,Afghanistan,2013,34499915.0
34,Albania,1980,2671300.0
35,Albania,1981,2725029.0
36,Albania,1982,2777592.0
37,Albania,1983,2831682.0
38,Albania,1984,2891004.0
39,Albania,1985,2957390.0
40,Albania,1986,3033393.0
41,Albania,1987,3116009.0
42,Albania,1988,3194854.0
43,Albania,1989,3255859.0
44,Albania,1990,3289483.0
45,Albania,1991,3291695.0
46,Albania,1992,3266983.0
47,Albania,1993,3224901.0
48,Albania,1994,3179442.0
49,Albania,1995,3141102.0
50,Albania,1996,3112597.0
51,Albania,1997,3091902.0
52,Albania,1998,3079037.0
53,Albania,1999,3072725.0
54,Albania,2000,3071856.0
55,Albania,2001,3077378.0
56,Albania,2002,3089778.0
57,Albania,2003,3106701.0
58,Albania,2004,3124861.0
59,Albania,2005,3141800.0
60,Albania,2006,3156607.0
61,Albania,2007,3169665.0
62,Albania,2008,3181397.0
63,Albania,2009,3192723.0
64,Albania,2010,3204284.0
65,Albania,2011,3215988.0
66,Albania,2012,3227373.0
67,Albania,2013,3238316.0
70,Algeria,1980,18811199.0
71,Algeria,1981,19442423.0
72,Algeria,1982,20095648.0
73,Algeria,1983,20762767.0
74,Algeria,1984,21433070.0
75,Algeria,1985,22098298.0
76,Algeria,1986,22753511.0
77,Algeria,1987,23398470.0
78,Algeria,1988,24035237.0
79,Algeria,1989,24668100.0
80,Algeria,1990,25299182.0
81,Algeria,1991,25930560.0
82,Algeria,1992,26557969.0
83,Algeria,1993,27169903.0
84,Algeria,1994,27751086.0
85,Algeria,1995,28291591.0
86,Algeria,1996,28786855.0
87,Algeria,1997,29242917.0
88,Algeria,1998,29673694.0
89,Algeria,1999,30099010.0
90,Algeria,2000,30533827.0
91,Algeria,2001,30982214.0
92,Algeria,2002,31441848.0
93,Algeria,2003,31913462.0
94,Algeria,2004,32396048.0
95,Algeria,2005,32888449.0
96,Algeria,2006,33391954.0
97,Algeria,2007,33906605.0
98,Algeria,2008,34428028.0
99,Algeria,2009,34950168.0
100,Algeria,2010,35468208.0
101,Algeria,2011,35980193.0
102,Algeria,2012,36485828.0
103,Algeria,2013,36983924.0
105,American Samoa,1980,32526.0
106,American Samoa,1981,33557.0
107,American Samoa,1982,34797.0
108,American Samoa,1983,36203.0
109,American Samoa,1984,37706.0
110,American Samoa,1985,39253.0
111,American Samoa,1986,40834.0
112,American Samoa,1987,42446.0
113,American Samoa,1988,44048.0
114,American Samoa,1989,45595.0
115,American Samoa,1990,47052.0
116,American Samoa,1991,48402.0
117,American Samoa,1992,49648.0
118,American Samoa,1993,50801.0
119,American Samoa,1994,51885.0
120,American Samoa,1995,52919.0
121,American Samoa,1996,53901.0
122,American Samoa,1997,54834.0
123,American Samoa,1998,55745.0
124,American Samoa,1999,56667.0
125,American Samoa,2000,57625.0
126,American Samoa,2001,58633.0
127,American Samoa,2002,59687.0
128,American Samoa,2003,60774.0
129,American Samoa,2004,61871.0
130,American Samoa,2005,62962.0
131,American Samoa,2006,64045.0
132,American Samoa,2007,65130.0
133,American Samoa,2008,66217.0
134,American Samoa,2009,67312.0
135,American Samoa,2010,68420.0
136,American Samoa,2011,69543.0
137,American Samoa,2012,70680.0
138,American Samoa,2013,71834.0
139,Andorra,1980,37328.0
140,Andorra,1981,39226.0
141,Andorra,1982,41390.0
142,Andorra,1983,43636.0
143,Andorra,1984,45702.0
144,Andorra,1985,47414.0
145,Andorra,1986,48653.0
146,Andorra,1987,49504.0
147,Andorra,1988,50236.0
148,Andorra,1989,51241.0
149,Andorra,1990,52773.0
150,Andorra,1991,54996.0
151,Andorra,1992,57767.0
152,Andorra,1993,60670.0
153,Andorra,1994,63111.0
154,Andorra,1995,64699.0
155,Andorra,1996,65227.0
156,Andorra,1997,64905.0
157,Andorra,1998,64246.0
158,Andorra,1999,63985.0
159,Andorra,2000,64634.0
160,Andorra,2001,66390.0
161,Andorra,2002,69043.0
162,Andorra,2003,72203.0
163,Andorra,2004,75292.0
164,Andorra,2005,77888.0
165,Andorra,2006,79874.0
166,Andorra,2007,81390.0
167,Andorra,2008,82577.0
168,Andorra,2009,83677.0
169,Andorra,2010,84864.0
170,Andorra,2011,86165.0
171,Andorra,2012,87518.0
172,Andorra,2013,88909.0
173,Angola,1980,7638420.0
174,Angola,1981,7903368.0
175,Angola,1982,8191774.0
176,Angola,1983,8491682.0
177,Angola,1984,8786652.0
178,Angola,1985,9065562.0
179,Angola,1986,9322550.0
180,Angola,1987,9562796.0
181,Angola,1988,9799680.0
182,Angola,1989,10052567.0
183,Angola,1990,10335052.0
184,Angola,1991,10653515.0
185,Angola,1992,11002910.0
186,Angola,1993,11371750.0
187,Angola,1994,11742960.0
188,Angola,1995,12105105.0
189,Angola,1996,12452725.0
190,Angola,1997,12792237.0
191,Angola,1998,13138265.0
192,Angola,1999,13511575.0
193,Angola,2000,13926373.0
194,Angola,2001,14388244.0
195,Angola,2002,14890474.0
196,Angola,2003,15419943.0
197,Angola,2004,15957460.0
198,Angola,2005,16489021.0
199,Angola,2006,17010366.0
200,Angola,2007,17525367.0
201,Angola,2008,18037964.0
202,Angola,2009,18555115.0
203,Angola,2010,19081912.0
204,Angola,2011,19618432.0
205,Angola,2012,20162517.0
206,Angola,2013,20714494.0
207,Anguilla,1980,6698.0
208,Anguilla,1981,6651.0
209,Anguilla,1982,6586.0
210,Anguilla,1983,6536.0
211,Anguilla,1984,6551.0
212,Anguilla,1985,6661.0
213,Anguilla,1986,6881.0
214,Anguilla,1987,7197.0
215,Anguilla,1988,7575.0
216,Anguilla,1989,7964.0
217,Anguilla,1990,8332.0
218,Anguilla,1991,8669.0
219,Anguilla,1992,8985.0
220,Anguilla,1993,9277.0
221,Anguilla,1994,9549.0
222,Anguilla,1995,9805.0
223,Anguilla,1996,10036.0
224,Anguilla,1997,10244.0
225,Anguilla,1998,10461.0
226,Anguilla,1999,10727.0
227,Anguilla,2000,11068.0
228,Anguilla,2001,11498.0
229,Anguilla,2002,12003.0
230,Anguilla,2003,12548.0
231,Anguilla,2004,13083.0
232,Anguilla,2005,13574.0
233,Anguilla,2006,14008.0
234,Anguilla,2007,14393.0
235,Anguilla,2008,14737.0
236,Anguilla,2009,15055.0
237,Anguilla,2010,15358.0
238,Anguilla,2011,15645.0
239,Anguilla,2012,15911.0
240,Anguilla,2013,16158.0
241,Antigua and Barbuda,1980,70228.0
242,Antigua and Barbuda,1981,69639.0
243,Antigua and Barbuda,1982,68803.0
244,Antigua and Barbuda,1983,67792.0
245,Antigua and Barbuda,1984,66701.0
246,Antigua and Barbuda,1985,65614.0
247,Antigua and Barbuda,1986,64539.0
248,Antigua and Barbuda,1987,63510.0
249,Antigua and Barbuda,1988,62669.0
250,Antigua and Barbuda,1989,62192.0
251,Antigua and Barbuda,1990,62202.0
252,Antigua and Barbuda,1991,62754.0
253,Antigua and Barbuda,1992,63802.0
254,Antigua and Barbuda,1993,65238.0
255,Antigua and Barbuda,1994,66895.0
256,Antigua and Barbuda,1995,68642.0
257,Antigua and Barbuda,1996,70450.0
258,Antigua and Barbuda,1997,72322.0
259,Antigua and Barbuda,1998,74190.0
260,Antigua and Barbuda,1999,75985.0
261,Antigua and Barbuda,2000,77656.0
262,Antigua and Barbuda,2001,79165.0
263,Antigua and Barbuda,2002,80507.0
264,Antigua and Barbuda,2003,81716.0
265,Antigua and Barbuda,2004,82838.0
266,Antigua and Barbuda,2005,83916.0
267,Antigua and Barbuda,2006,84952.0
268,Antigua and Barbuda,2007,85935.0
269,Antigua and Barbuda,2008,86881.0
270,Antigua and Barbuda,2009,87802.0
271,Antigua and Barbuda,2010,88710.0
272,Antigua and Barbuda,2011,89612.0
273,Antigua and Barbuda,2012,90510.0
274,Antigua and Barbuda,2013,91404.0
275,Argentina,1980,28131040.0
276,Argentina,1981,28561561.0
277,Argentina,1982,29001060.0
278,Argentina,1983,29447973.0
279,Argentina,1984,29899743.0
280,Argentina,1985,30354240.0
281,Argentina,1986,30810984.0
282,Argentina,1987,31269799.0
283,Argentina,1988,31729130.0
284,Argentina,1989,32187173.0
285,Argentina,1990,32642442.0
286,Argentina,1991,33093579.0
287,Argentina,1992,33540023.0
288,Argentina,1993,33982035.0
289,Argentina,1994,34420352.0
290,Argentina,1995,34855160.0
291,Argentina,1996,35287113.0
292,Argentina,1997,35714929.0
293,Argentina,1998,36134642.0
294,Argentina,1999,36541029.0
295,Argentina,2000,36930709.0
296,Argentina,2001,37302116.0
297,Argentina,2002,37657340.0
298,Argentina,2003,38001251.0
299,Argentina,2004,38340778.0
300,Argentina,2005,38681174.0
301,Argentina,2006,39023850.0
302,Argentina,2007,39368066.0
303,Argentina,2008,39714298.0
304,Argentina,2009,40062470.0
305,Argentina,2010,40412376.0
306,Argentina,2011,40764561.0
307,Argentina,2012,41118986.0
308,Argentina,2013,41473982.0
309,Armenia,1980,3096298.0
310,Armenia,1981,3145885.0
311,Armenia,1982,3192877.0
312,Armenia,1983,3239212.0
313,Armenia,1984,3287588.0
314,Armenia,1985,3339147.0
315,Armenia,1986,3396511.0
316,Armenia,1987,3457054.0
317,Armenia,1988,3510439.0
318,Armenia,1989,3542720.0
319,Armenia,1990,3544695.0
320,Armenia,1991,3512051.0
321,Armenia,1992,3449940.0
322,Armenia,1993,3370373.0
323,Armenia,1994,3290540.0
324,Armenia,1995,3223173.0
325,Armenia,1996,3172185.0
326,Armenia,1997,3134836.0
327,Armenia,1998,3109101.0
328,Armenia,1999,3090624.0
329,Armenia,2000,3076098.0
330,Armenia,2001,3065810.0
331,Armenia,2002,3061067.0
332,Armenia,2003,3060554.0
333,Armenia,2004,3062612.0
334,Armenia,2005,3065954.0
335,Armenia,2006,3069844.0
336,Armenia,2007,3074181.0
337,Armenia,2008,3079087.0
338,Armenia,2009,3084979.0
339,Armenia,2010,3092072.0
340,Armenia,2011,3100236.0
341,Armenia,2012,3108972.0
342,Armenia,2013,3117722.0
343,Aruba,1980,60099.0
344,Aruba,1981,60570.0
345,Aruba,1982,61347.0
346,Aruba,1983,62208.0
347,Aruba,1984,62833.0
348,Aruba,1985,63030.0
349,Aruba,1986,62645.0
350,Aruba,1987,61830.0
351,Aruba,1988,61069.0
352,Aruba,1989,61026.0
353,Aruba,1990,62147.0
354,Aruba,1991,64642.0
355,Aruba,1992,68286.0
356,Aruba,1993,72573.0
357,Aruba,1994,76762.0
358,Aruba,1995,80323.0
359,Aruba,1996,83069.0
360,Aruba,1997,85161.0
361,Aruba,1998,86827.0
362,Aruba,1999,88442.0
363,Aruba,2000,90271.0
364,Aruba,2001,92363.0
365,Aruba,2002,94596.0
366,Aruba,2003,96875.0
367,Aruba,2004,99046.0
368,Aruba,2005,100996.0
369,Aruba,2006,102711.0
370,Aruba,2007,104225.0
371,Aruba,2008,105526.0
372,Aruba,2009,106612.0
373,Aruba,2010,107488.0
374,Aruba,2011,108141.0
375,Aruba,2012,108587.0
376,Aruba,2013,108883.0
377,Australia,1980,14709918.0
378,Australia,1981,14901610.0
379,Australia,1982,15109659.0
380,Australia,1983,15332790.0
381,Australia,1984,15567927.0
382,Australia,1985,15812088.0
383,Australia,1986,16066496.0
384,Australia,1987,16330369.0
385,Australia,1988,16596096.0
386,Australia,1989,16853690.0
387,Australia,1990,17096153.0
388,Australia,1991,17320633.0
389,Australia,1992,17529469.0
390,Australia,1993,17727413.0
391,Australia,1994,17921818.0
392,Australia,1995,18118416.0
393,Australia,1996,18319637.0
394,Australia,1997,18525153.0
395,Australia,1998,18734878.0
396,Australia,1999,18947894.0
397,Australia,2000,19164351.0
398,Australia,2001,19382188.0
399,Australia,2002,19604051.0
400,Australia,2003,19840120.0
401,Australia,2004,20103822.0
402,Australia,2005,20403520.0
403,Australia,2006,20744295.0
404,Australia,2007,21119988.0
405,Australia,2008,21513817.0
406,Australia,2009,21902300.0
407,Australia,2010,22268384.0
408,Australia,2011,22605732.0
409,Australia,2012,22918688.0
410,Australia,2013,23213944.0
414,Austria,1980,7548798.0
415,Austria,1981,7544359.0
416,Austria,1982,7543194.0
417,Austria,1983,7545472.0
418,Austria,1984,7550960.0
419,Austria,1985,7559621.0
420,Austria,1986,7570906.0
421,Austria,1987,7585345.0
422,Austria,1988,7605095.0
423,Austria,1989,7632984.0
424,Austria,1990,7670513.0
425,Austria,1991,7719577.0
426,Austria,1992,7778255.0
427,Austria,1993,7839625.0
428,Austria,1994,7894229.0
429,Austria,1995,7935624.0
430,Austria,1996,7960464.0
431,Austria,1997,7971553.0
432,Austria,1998,7976117.0
433,Austria,1999,7984694.0
434,Austria,2000,8004712.0
435,Austria,2001,8038480.0
436,Austria,2002,8083059.0
437,Austria,2003,8134235.0
438,Austria,2004,8185553.0
439,Austria,2005,8232196.0
440,Austria,2006,8273208.0
441,Austria,2007,8309783.0
442,Austria,2008,8341806.0
443,Austria,2009,8369639.0
444,Austria,2010,8393644.0
445,Austria,2011,8413429.0
446,Austria,2012,8428915.0
447,Austria,2013,8441263.0
451,Azerbaijan,1980,6160502.0
452,Azerbaijan,1981,6258490.0
453,Azerbaijan,1982,6358780.0
454,Azerbaijan,1983,6461139.0
455,Azerbaijan,1984,6565062.0
456,Azerbaijan,1985,6670151.0
457,Azerbaijan,1986,6775858.0
458,Azerbaijan,1987,6882160.0
459,Azerbaijan,1988,6989708.0
460,Azerbaijan,1989,7099449.0
461,Azerbaijan,1990,7211692.0
462,Azerbaijan,1991,7327570.0
463,Azerbaijan,1992,7445925.0
464,Azerbaijan,1993,7562075.0
465,Azerbaijan,1994,7669735.0
466,Azerbaijan,1995,7764798.0
467,Azerbaijan,1996,7845310.0
468,Azerbaijan,1997,7913692.0
469,Azerbaijan,1998,7975648.0
470,Azerbaijan,1999,8039312.0
471,Azerbaijan,2000,8110723.0
472,Azerbaijan,2001,8191464.0
473,Azerbaijan,2002,8280252.0
474,Azerbaijan,2003,8376733.0
475,Azerbaijan,2004,8479668.0
476,Azerbaijan,2005,8587902.0
477,Azerbaijan,2006,8701719.0
478,Azerbaijan,2007,8821012.0
479,Azerbaijan,2008,8943600.0
480,Azerbaijan,2009,9066604.0
481,Azerbaijan,2010,9187783.0
482,Azerbaijan,2011,9306023.0
483,Azerbaijan,2012,9421233.0
484,Azerbaijan,2013,9533445.0
487,Bahamas,1980,210600.0
488,Bahamas,1981,215330.0
489,Bahamas,1982,220188.0
490,Bahamas,1983,225083.0
491,Bahamas,1984,229899.0
492,Bahamas,1985,234553.0
493,Bahamas,1986,238989.0
494,Bahamas,1987,243236.0
495,Bahamas,1988,247409.0
496,Bahamas,1989,251671.0
497,Bahamas,1990,256128.0
498,Bahamas,1991,260845.0
499,Bahamas,1992,265761.0
500,Bahamas,1993,270701.0
501,Bahamas,1994,275426.0
502,Bahamas,1995,279774.0
503,Bahamas,1996,283677.0
504,Bahamas,1997,287217.0
505,Bahamas,1998,290571.0
506,Bahamas,1999,293988.0
507,Bahamas,2000,297651.0
508,Bahamas,2001,301606.0
509,Bahamas,2002,305801.0
510,Bahamas,2003,310201.0
511,Bahamas,2004,314739.0
512,Bahamas,2005,319358.0
513,Bahamas,2006,324066.0
514,Bahamas,2007,328861.0
515,Bahamas,2008,333661.0
516,Bahamas,2009,338358.0
517,Bahamas,2010,342877.0
518,Bahamas,2011,347176.0
519,Bahamas,2012,351275.0
520,Bahamas,2013,355233.0
521,Bahrain,1980,357957.0
522,Bahrain,1981,372074.0
523,Bahrain,1982,383785.0
524,Bahrain,1983,394164.0
525,Bahrain,1984,404829.0
526,Bahrain,1985,416929.0
527,Bahrain,1986,430845.0
528,Bahrain,1987,446142.0
529,Bahrain,1988,462184.0
530,Bahrain,1989,477995.0
531,Bahrain,1990,492891.0
532,Bahrain,1991,506685.0
533,Bahrain,1992,519696.0
534,Bahrain,1993,532362.0
535,Bahrain,1994,545329.0
536,Bahrain,1995,559069.0
537,Bahrain,1996,574914.0
538,Bahrain,1997,592986.0
539,Bahrain,1998,611237.0
540,Bahrain,1999,626765.0
541,Bahrain,2000,638193.0
542,Bahrain,2001,642510.0
543,Bahrain,2002,642070.0
544,Bahrain,2003,647164.0
545,Bahrain,2004,671760.0
546,Bahrain,2005,724807.0
547,Bahrain,2006,811410.0
548,Bahrain,2007,925733.0
549,Bahrain,2008,1052359.0
550,Bahrain,2009,1169578.0
551,Bahrain,2010,1261835.0
552,Bahrain,2011,1323535.0
553,Bahrain,2012,1359485.0
554,Bahrain,2013,1377273.0
556,Bangladesh,1980,80624423.0
557,Bangladesh,1981,82883616.0
558,Bangladesh,1982,85156396.0
559,Bangladesh,1983,87459802.0
560,Bangladesh,1984,89828434.0
561,Bangladesh,1985,92283598.0
562,Bangladesh,1986,94825499.0
563,Bangladesh,1987,97429290.0
564,Bangladesh,1988,100062322.0
565,Bangladesh,1989,102681627.0
566,Bangladesh,1990,105256026.0
567,Bangladesh,1991,107768749.0
568,Bangladesh,1992,110225555.0
569,Bangladesh,1993,112645460.0
570,Bangladesh,1994,115059015.0
571,Bangladesh,1995,117486952.0
572,Bangladesh,1996,119928682.0
573,Bangladesh,1997,122370403.0
574,Bangladesh,1998,124803351.0
575,Bangladesh,1999,127214841.0
576,Bangladesh,2000,129592275.0
577,Bangladesh,2001,131944584.0
578,Bangladesh,2002,134266428.0
579,Bangladesh,2003,136514768.0
580,Bangladesh,2004,138633401.0
581,Bangladesh,2005,140587922.0
582,Bangladesh,2006,142353501.0
583,Bangladesh,2007,143956805.0
584,Bangladesh,2008,145478300.0
585,Bangladesh,2009,147030145.0
586,Bangladesh,2010,148692131.0
587,Bangladesh,2011,150493658.0
588,Bangladesh,2012,152408774.0
589,Bangladesh,2013,154393847.0
591,Barbados,1980,248796.0
592,Barbados,1981,249716.0
593,Barbados,1982,250809.0
594,Barbados,1983,252017.0
595,Barbados,1984,253244.0
596,Barbados,1985,254419.0
597,Barbados,1986,255532.0
598,Barbados,1987,256602.0
599,Barbados,1988,257621.0
600,Barbados,1989,258588.0
601,Barbados,1990,259501.0
602,Barbados,1991,260351.0
603,Barbados,1992,261136.0
604,Barbados,1993,261885.0
605,Barbados,1994,262637.0
606,Barbados,1995,263416.0
607,Barbados,1996,264237.0
608,Barbados,1997,265088.0
609,Barbados,1998,265941.0
610,Barbados,1999,266758.0
611,Barbados,2000,267511.0
612,Barbados,2001,268192.0
613,Barbados,2002,268813.0
614,Barbados,2003,269389.0
615,Barbados,2004,269947.0
616,Barbados,2005,270503.0
617,Barbados,2006,271062.0
618,Barbados,2007,271618.0
619,Barbados,2008,272180.0
620,Barbados,2009,272750.0
621,Barbados,2010,273331.0
622,Barbados,2011,273925.0
623,Barbados,2012,274530.0
624,Barbados,2013,275141.0
628,Belarus,1980,9658500.0
629,Belarus,1981,9724106.0
630,Belarus,1982,9792555.0
631,Belarus,1983,9862430.0
632,Belarus,1984,9931687.0
633,Belarus,1985,9998503.0
634,Belarus,1986,10062440.0
635,Belarus,1987,10122880.0
636,Belarus,1988,10177584.0
637,Belarus,1989,10223861.0
638,Belarus,1990,10259700.0
639,Belarus,1991,10284522.0
640,Belarus,1992,10298479.0
641,Belarus,1993,10301336.0
642,Belarus,1994,10293127.0
643,Belarus,1995,10274231.0
644,Belarus,1996,10244354.0
645,Belarus,1997,10204382.0
646,Belarus,1998,10157409.0
647,Belarus,1999,10107518.0
648,Belarus,2000,10057810.0
649,Belarus,2001,10009810.0
650,Belarus,2002,9963383.0
651,Belarus,2003,9917927.0
652,Belarus,2004,9872110.0
653,Belarus,2005,9825102.0
654,Belarus,2006,9776823.0
655,Belarus,2007,9728228.0
656,Belarus,2008,9680690.0
657,Belarus,2009,9636016.0
658,Belarus,2010,9595421.0
659,Belarus,2011,9559441.0
660,Belarus,2012,9527498.0
661,Belarus,2013,9498290.0
664,Belgium,1980,9847297.0
665,Belgium,1981,9846320.0
666,Belgium,1982,9841800.0
667,Belgium,1983,9836784.0
668,Belgium,1984,9835279.0
669,Belgium,1985,9840123.0
670,Belgium,1986,9852488.0
671,Belgium,1987,9871551.0
672,Belgium,1988,9895654.0
673,Belgium,1989,9922158.0
674,Belgium,1990,9949019.0
675,Belgium,1991,9976325.0
676,Belgium,1992,10004469.0
677,Belgium,1993,10032084.0
678,Belgium,1994,10057529.0
679,Belgium,1995,10079873.0
680,Belgium,1996,10098192.0
681,Belgium,1997,10113392.0
682,Belgium,1998,10128653.0
683,Belgium,1999,10148371.0
684,Belgium,2000,10175684.0
685,Belgium,2001,10211264.0
686,Belgium,2002,10254025.0
687,Belgium,2003,10303108.0
688,Belgium,2004,10356993.0
689,Belgium,2005,10414209.0
690,Belgium,2006,10474993.0
691,Belgium,2007,10538758.0
692,Belgium,2008,10602167.0
693,Belgium,2009,10660938.0
694,Belgium,2010,10712066.0
695,Belgium,2011,10754056.0
696,Belgium,2012,10787788.0
697,Belgium,2013,10815599.0
701,Belize,1980,143829.0
702,Belize,1981,147358.0
703,Belize,1982,151535.0
704,Belize,1983,156171.0
705,Belize,1984,160991.0
706,Belize,1985,165792.0
707,Belize,1986,170504.0
708,Belize,1987,175192.0
709,Belize,1988,179952.0
710,Belize,1989,184935.0
711,Belize,1990,190241.0
712,Belize,1991,195895.0
713,Belize,1992,201832.0
714,Belize,1993,207962.0
715,Belize,1994,214153.0
716,Belize,1995,220311.0
717,Belize,1996,226403.0
718,Belize,1997,232446.0
719,Belize,1998,238457.0
720,Belize,1999,244471.0
721,Belize,2000,250512.0
722,Belize,2001,256582.0
723,Belize,2002,262667.0
724,Belize,2003,268760.0
725,Belize,2004,274855.0
726,Belize,2005,280947.0
727,Belize,2006,287035.0
728,Belize,2007,293124.0
729,Belize,2008,299237.0
730,Belize,2009,305398.0
731,Belize,2010,311627.0
732,Belize,2011,317928.0
733,Belize,2012,324292.0
734,Belize,2013,330721.0
737,Benin,1980,3610578.0
738,Benin,1981,3708675.0
739,Benin,1982,3811326.0
740,Benin,1983,3917941.0
741,Benin,1984,4027682.0
742,Benin,1985,4140176.0
743,Benin,1986,4254522.0
744,Benin,1987,4371470.0
745,Benin,1988,4494242.0
746,Benin,1989,4627194.0
747,Benin,1990,4773137.0
748,Benin,1991,4934077.0
749,Benin,1992,5108335.0
750,Benin,1993,5290562.0
751,Benin,1994,5473217.0
752,Benin,1995,5651141.0
753,Benin,1996,5821985.0
754,Benin,1997,5988093.0
755,Benin,1998,6154708.0
756,Benin,1999,6329476.0
757,Benin,2000,6517810.0
758,Benin,2001,6721337.0
759,Benin,2002,6937985.0
760,Benin,2003,7164976.0
761,Benin,2004,7397985.0
762,Benin,2005,7633757.0
763,Benin,2006,7871707.0
764,Benin,2007,8112573.0
765,Benin,2008,8355980.0
766,Benin,2009,8601771.0
767,Benin,2010,8849892.0
768,Benin,2011,9099922.0
769,Benin,2012,9351838.0
770,Benin,2013,9606534.0
771,Bermuda,1980,56064.0
772,Bermuda,1981,56400.0
773,Bermuda,1982,56739.0
774,Bermuda,1983,57084.0
775,Bermuda,1984,57441.0
776,Bermuda,1985,57812.0
777,Bermuda,1986,58201.0
778,Bermuda,1987,58606.0
779,Bermuda,1988,59016.0
780,Bermuda,1989,59416.0
781,Bermuda,1990,59795.0
782,Bermuda,1991,60150.0
783,Bermuda,1992,60483.0
784,Bermuda,1993,60799.0
785,Bermuda,1994,61104.0
786,Bermuda,1995,61405.0
787,Bermuda,1996,61701.0
788,Bermuda,1997,61990.0
789,Bermuda,1998,62275.0
790,Bermuda,1999,62555.0
791,Bermuda,2000,62834.0
792,Bermuda,2001,63112.0
793,Bermuda,2002,63388.0
794,Bermuda,2003,63655.0
795,Bermuda,2004,63905.0
796,Bermuda,2005,64130.0
797,Bermuda,2006,64328.0
798,Bermuda,2007,64502.0
799,Bermuda,2008,64657.0
800,Bermuda,2009,64802.0
801,Bermuda,2010,64941.0
802,Bermuda,2011,65077.0
803,Bermuda,2012,65208.0
804,Bermuda,2013,65335.0
805,Bhutan,1980,430633.0
806,Bhutan,1981,442648.0
807,Bhutan,1982,453793.0
808,Bhutan,1983,464831.0
809,Bhutan,1984,476846.0
810,Bhutan,1985,490438.0
811,Bhutan,1986,506423.0
812,Bhutan,1987,524133.0
813,Bhutan,1988,540918.0
814,Bhutan,1989,553157.0
815,Bhutan,1990,558500.0
816,Bhutan,1991,555747.0
817,Bhutan,1992,546356.0
818,Bhutan,1993,533895.0
819,Bhutan,1994,523417.0
820,Bhutan,1995,518584.0
821,Bhutan,1996,520529.0
822,Bhutan,1997,528222.0
823,Bhutan,1998,540507.0
824,Bhutan,1999,555377.0
825,Bhutan,2000,571262.0
826,Bhutan,2001,588050.0
827,Bhutan,2002,606024.0
828,Bhutan,2003,624431.0
829,Bhutan,2004,642400.0
830,Bhutan,2005,659293.0
831,Bhutan,2006,674681.0
832,Bhutan,2007,688581.0
833,Bhutan,2008,701363.0
834,Bhutan,2009,713665.0
835,Bhutan,2010,725940.0
836,Bhutan,2011,738267.0
837,Bhutan,2012,750443.0
838,Bhutan,2013,762313.0
841,Bolivia,1980,5352649.0
842,Bolivia,1981,5471025.0
843,Bolivia,1982,5589245.0
844,Bolivia,1983,5708585.0
845,Bolivia,1984,5830816.0
846,Bolivia,1985,5957291.0
847,Bolivia,1986,6088253.0
848,Bolivia,1987,6223523.0
849,Bolivia,1988,6363470.0
850,Bolivia,1989,6508417.0
851,Bolivia,1990,6658462.0
852,Bolivia,1991,6813834.0
853,Bolivia,1992,6974168.0
854,Bolivia,1993,7138204.0
855,Bolivia,1994,7304230.0
856,Bolivia,1995,7470925.0
857,Bolivia,1996,7637622.0
858,Bolivia,1997,7804333.0
859,Bolivia,1998,7971237.0
860,Bolivia,1999,8138802.0
861,Bolivia,2000,8307248.0
862,Bolivia,2001,8476709.0
863,Bolivia,2002,8646659.0
864,Bolivia,2003,8815911.0
865,Bolivia,2004,8982917.0
866,Bolivia,2005,9146655.0
867,Bolivia,2006,9306660.0
868,Bolivia,2007,9463497.0
869,Bolivia,2008,9618466.0
870,Bolivia,2009,9773441.0
871,Bolivia,2010,9929849.0
872,Bolivia,2011,10088108.0
873,Bolivia,2012,10248042.0
874,Bolivia,2013,10409761.0
877,Bosnia and Herzegovina,1980,3913536.0
878,Bosnia and Herzegovina,1981,3949509.0
879,Bosnia and Herzegovina,1982,3984259.0
880,Bosnia and Herzegovina,1983,4021590.0
881,Bosnia and Herzegovina,1984,4066739.0
882,Bosnia and Herzegovina,1985,4121595.0
883,Bosnia and Herzegovina,1986,4194370.0
884,Bosnia and Herzegovina,1987,4279632.0
885,Bosnia and Herzegovina,1988,4349682.0
886,Bosnia and Herzegovina,1989,4367069.0
887,Bosnia and Herzegovina,1990,4308197.0
